"Response ID","Date submitted","Last page","Start language","Token","Age:","Gender:","Gender: [Other]","Education (indicate the highest level of schooling you have completed):","Profession:","I consider myself a 'mechanically inclined' person []","On the next page you will be shown a video of a robot performing a task. Under the video will be two buttons: a red emergency STOP button and a yellow INTERVENE button. If you were interacting with the robot and wanted to disable/stop the robot press the STOP button. If instead you wanted to simply help the robot complete its task press the INTERVENE button. Regardless, please watch the video to its completion before going to the next page.  Please Do Not refresh the page, even if video is loading slowly.  Click ""I understand"" below to continue.","             Thank you for watching.     STOP!      Intervene                      [][VidNum]","             Thank you for watching.     STOP!      Intervene                      [][VidDuration]","             Thank you for watching.     STOP!      Intervene                      [][TIme Stop Pressed]","             Thank you for watching.     STOP!      Intervene                      [][Time Intervene Pressed]","             Thank you for watching.     STOP!      Intervene                      [][Percentage of Video Where Stopped Pressed]","             Thank you for watching.     STOP!      Intervene                      [][Percentage of Video Where Intervene Pressed]","             Thank you for watching.     STOP!      Intervene                      [][VidDone]","Please read and rate each of the following statements on a scale of 1 to 7. [I would have used the emergency stop button to prevent the robot from failing.]","Please read and rate each of the following statements on a scale of 1 to 7. [I could have used something other than the emergency stop button to prevent this failure from happening.]","Please read and rate each of the following statements on a scale of 1 to 7. [I would have intervened to prevent the failure.]","Please read and rate each of the following statements on a scale of 1 to 7. [I could tell the robot was going to fail before it did.]","Please read and rate each of the following statements on a scale of 1 to 7. [This failure seemed preventable.]","Please read and rate each of the following statements on a scale of 1 to 7. [The emergency stop was necessary to prevent the failure from happening.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I were the person in the video, I could carry on the task without the robot after it failed.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I were the person in the video, I would abandon the task altogether after the robot failed.]","Please read and rate each of the following statements on a scale of 1 to 7. [I would be willing to help the robot in this situation.]","Please read and rate each of the following statements on a scale of 1 to 7. [Despite its failure, the robot was helpful in this task overall.]","Please read and rate each of the following statements on a scale of 1 to 7. [The task could not have been done without the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The task would have been easier to complete without the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The robot's failure was severe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I was a bystander standing 20 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 10 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 3 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [I am upset with the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The robot is fixable by an expert.]","Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 1 for this question]","Please read and rate each of the following statements on a scale of 1 to 7. [To procceed to the next page answer 3 for this question]","Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 6 for this question]","Please read and rate each of the following statements on a scale of 1 to 7. [I would have used the emergency stop button to prevent the robot from failing.]","Please read and rate each of the following statements on a scale of 1 to 7. [I could have used something other than the emergency stop button to prevent this failure from happening.]","Please read and rate each of the following statements on a scale of 1 to 7. [I would have intervened to prevent the failure.]","Please read and rate each of the following statements on a scale of 1 to 7. [I could tell the robot was going to fail before it did.]","Please read and rate each of the following statements on a scale of 1 to 7. [This failure seemed preventable.]","Please read and rate each of the following statements on a scale of 1 to 7. [The emergency stop was necessary to prevent the failure from happening.]","Please read and rate each of the following statements on a scale of 1 to 7. [I would be willing to help the robot in this situation.]","Please read and rate each of the following statements on a scale of 1 to 7. [The task could not have been done without the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The task would have been easier to complete without the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The robot's failure was severe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I was a bystander standing 20 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 10 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 3 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [I am upset with the robot.]","Please read and rate each of the following statements on a scale of 1 to 7. [The robot is fixable by an expert.]","Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 2 for this question]","Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 4 for this question]","Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 5 for this question]","Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Your Level Of Confidence In The Robot Before The Failure Took Place]","Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Damage done by robot]","Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Your level of confidence in the robot after the failure took place]","What happened before the failure that helped you see it coming?","What intervention does the robot need from you to get back to work?","Total time","Group time: Demographics","Question time: age","Question time: gender","Question time: education","Question time: profession","Question time: skill","Group time: videoexplanation","Question time: explanation","Group time: video","Question time: video","Group time: Video Question Page 1","Question time: scale","Question time: scalenohuman","Group time: Video Question Page 2","Question time: rate","Question time: predictresp","Question time: intervention"
"2","1980-01-01 00:00:00","5","en","YFYu~l4B63R4kBW","45-54","Female","","Bachelor's degree","bank teller","Neutral3","I understand","33","31","-1","21.329993961853027","-1","0.692509787404728","1","","","","","","","","","","","","","","","","","","","","","","Disagree2","SomewhatAgree5","Agree6","StronglyDisagree1","Neutral4","StronglyDisagree1","StronglyAgree7","StronglyDisagree1","SomewhatAgree5","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyAgree7","Disagree2","Neutral4","SomewhatAgree5","SomewhatHigh5","VeryLow1","Neutral4","","The robot seemed to be struggling in the beginning and unable to do what it wanted to do. This seemed to go on for about 15 seconds before the robot finally placed something in the bag. I pressed the intervene button because I thought it could accomplish its task more quickly if I helped.","311.78","21.44","","","","","","28.44","","40.76","","119.47","","","101.67","","",""
"3","1980-01-01 00:00:00","5","en","kSW1S_b62zBnIue","25-34","Female","","High school diploma or the equivalent (for example: GED)","Self employed","StronglyAgree5","I understand","23","22","-1","-1","-1","-1","1","","","","","","","","","","","","","","","","","","","","","","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","Neutral4","StronglyAgree7","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyAgree7","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyAgree7","Disagree2","Neutral4","SomewhatAgree5","VeryLow1","VeryLow1","VeryLow1","The arms weren't right","Probably a complete overhaul by the designers","183.7","16.83","","","","","","3.91","","30.21","","94.11","","","38.64","","",""
"4","1980-01-01 00:00:00","5","en","_gtREz~Ad7VwB4M","35-44","Male","","High school diploma or the equivalent (for example: GED)","assembly","Agree4","I understand","13","10","-1","9.129363179290772","-1","0.9815464121374876","1","Disagree2","Agree6","Agree6","SomewhatDisagree3","Agree6","Disagree2","StronglyAgree7","StronglyDisagree1","Agree6","Agree6","StronglyDisagree1","StronglyAgree7","StronglyDisagree1","Disagree2","SomewhatDisagree3","SomewhatAgree5","StronglyDisagree1","StronglyAgree7","StronglyDisagree1","SomewhatDisagree3","Agree6","","","","","","","","","","","","","","","","","","","SomewhatHigh5","Low2","Neutral4","","just needed an intervention to save the box","305.99","31.58","","","","","","49.44","","38.35","","131.99","","","54.63","","",""
"5","","4","en","sEtDfAKpnel25tK","25-34","Male","","Master's degree","real estate agent","Neutral3","I understand","12","20","-1","17.61543696948242","-1","0.9155156680776686","1","","","","","","","","","","","","","","","","","","","","","","Agree6","SomewhatAgree5","Agree6","Neutral4","Neutral4","Neutral4","Agree6","SomewhatAgree5","Neutral4","SomewhatDisagree3","Disagree2","SomewhatDisagree3","Neutral4","Disagree2","Agree6","Disagree2","Neutral4","SomewhatAgree5","","","","","","235.9","26.09","","","","","","61.26","","42.84","","105.71","","","","","",""
"6","1980-01-01 00:00:00","5","en","P1foEQWTwSW6Rsl","35-44","Female","","Master's degree","Information Technology","Neutral3","I understand","9","22","-1","20.34398901335144","-1","0.9497217222982792","1","","","","","","","","","","","","","","","","","","","","","","StronglyDisagree1","Agree6","Agree6","Agree6","SomewhatAgree5","StronglyDisagree1","Agree6","Disagree2","Agree6","Disagree2","StronglyDisagree1","StronglyDisagree1","Disagree2","StronglyDisagree1","Agree6","Disagree2","Neutral4","SomewhatAgree5","SomewhatLow3","SomewhatLow3","Low2","It seemed unable to grasp the objects","A better grasp on the objects. Better design of the hands.","1650.14","24.74","","","","","","610.03","","678.15","","299.82","","","37.4","","",""
"7","1980-01-01 00:00:00","5","en","VlK0jPp6O1PI7FQ","35-44","Female","","Bachelor's degree","administrative assistant ","Disagree2","I understand","18","19","17.862062","-1","0.9470368485234082","-1","1","","","","","","","","","","","","","","","","","","","","","","Agree6","SomewhatAgree5","Agree6","SomewhatAgree5","Agree6","Agree6","Agree6","Disagree2","SomewhatAgree5","Disagree2","Disagree2","SomewhatDisagree3","Agree6","SomewhatAgree5","Agree6","Disagree2","Neutral4","SomewhatAgree5","High6","Low2","SomewhatHigh5","It was getting close to the stack, and I worried it might get knocked over. ","Obstacles should be cleared in advance. ","199.89","23.74","","","","","","5.54","","33.34","","92.13","","","45.14","","",""
"8","1980-01-01 00:00:00","5","en","u1NV3j4Q_IxV95C","25-34","Male","","High school diploma or the equivalent (for example: GED)","Construction","Agree4","I understand","26","13","12.041","-1","1","-1","1","","","","","","","","","","","","","","","","","","","","","","SomewhatAgree5","Neutral4","Neutral4","Neutral4","SomewhatAgree5","Neutral4","Agree6","Neutral4","Neutral4","Disagree2","Neutral4","SomewhatDisagree3","SomewhatDisagree3","Disagree2","SomewhatAgree5","Disagree2","Neutral4","SomewhatAgree5","Neutral4","Neutral4","Neutral4","Posture and handling were questionable","Support and guidance","317.27","25.24","","","","","","62.14","","30.63","","148.5","","","50.76","","",""
"9","1980-01-01 00:00:00","5","en","MKs2YvUjFITvkGM","35-44","Male","","Associate degree","mEDICAL bILLER","StronglyAgree5","I understand","3","12","-1","-1","-1","-1","1","","","","","","","","","","","","","","","","","","","","","","SomewhatAgree5","SomewhatAgree5","Neutral4","StronglyDisagree1","SomewhatAgree5","Disagree2","Agree6","Agree6","StronglyAgree7","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","StronglyDisagree1","SomewhatAgree5","Disagree2","Neutral4","SomewhatAgree5","SomewhatHigh5","VeryLow1","Neutral4","","The box needs to be secured","163.23","20.62","","","","","","6.97","","19.21","","81.96","","","34.47","","",""
"10","1980-01-01 00:00:00","5","en","IeyldWST9JaN6bU","35-44","Female","","Bachelor's degree","homemaker","Neutral3","I understand","5","20","-1","-1","-1","-1","1","","","","","","","","","","","","","","","","","","","","","","StronglyDisagree1","Disagree2","StronglyDisagree1","Disagree2","SomewhatAgree5","Disagree2","Neutral4","StronglyDisagree1","StronglyAgree7","SomewhatDisagree3","Disagree2","Disagree2","Disagree2","StronglyDisagree1","Agree6","Disagree2","Neutral4","SomewhatAgree5","SomewhatHigh5","SomewhatHigh5","Neutral4","","Needs to be reset to correct position","178.92","28.76","","","","","","18.54","","31.78","","61.79","","","38.05","","",""
"11","1980-01-01 00:00:00","5","en","nmDrms4~xDxxQtD","25-34","Male","","Associate degree","Electrician","Agree4","I understand","30","15","-1","13.181370822297119","-1","0.8955414911561053","1","","","","","","","","","","","","","","","","","","","","","","Agree6","SomewhatDisagree3","SomewhatAgree5","Disagree2","Agree6","Agree6","Agree6","StronglyDisagree1","Agree6","StronglyDisagree1","Disagree2","StronglyDisagree1","Disagree2","Disagree2","StronglyAgree7","Disagree2","Neutral4","SomewhatAgree5","High6","VeryLow1","SomewhatLow3","","I need to put the container back on the table.","329.04","22.38","","","","","","35.31","","47.55","","180.65","","","43.15","","",""
